Rainfall, Temperature, Ph,Crop, Production
581.59605,26.67,5.5,Groundnut,0.81596
581.60519,26.665,5.5,Groundnut,0.81605
581.63265,26.66,5.5,Groundnut,0.81633
581.68317,26.655,5.5,Groundnut,0.81683
581.68605,26.65,5.5,Groundnut,0.81686
581.69051,26.645,5.5,Groundnut,0.81691
581.70112,26.64,5.5,Groundnut,0.81701
581.70213,26.635,5.5,Groundnut,0.81702
581.8081,26.63,5.5,Groundnut,0.81808
581.81818,26.625,5.5,Groundnut,0.81818
581.81818,26.62,5.5,Groundnut,0.81818
581.81818,26.615,5.5,Groundnut,0.81818
581.81818,26.61,5.5,Groundnut,0.81818
581.81818,26.605,5.5,Groundnut,0.81818
581.81818,26.6,5.5,Groundnut,0.81818
581.84165,26.595,5.5,Groundnut,0.81842
581.86958,26.59,5.5,Groundnut,0.8187
581.89655,26.585,5.5,Groundnut,0.81897
581.89781,26.58,5.5,Groundnut,0.81898
581.90476,26.575,5.5,Groundnut,0.81905
581.9242,26.57,5.5,Groundnut,0.81924
581.95652,26.565,5.5,Groundnut,0.81957
581.96926,26.56,5.5,Groundnut,0.81969
581.98362,26.555,5.5,Groundnut,0.81984
582,26.55,5.5,Groundnut,0.82
582.01058,26.545,5.5,Groundnut,0.82011
582.02064,26.54,5.5,Groundnut,0.82021
582.05128,26.535,5.5,Groundnut,0.82051
582.05128,26.53,5.5,Groundnut,0.82051
582.05805,26.525,5.5,Groundnut,0.82058
582.07965,26.52,5.5,Groundnut,0.8208
582.08515,26.515,5.5,Groundnut,0.82085
582.0922,26.51,5.5,Groundnut,0.82092
582.11921,26.505,5.5,Groundnut,0.82119
582.14286,26.5,5.5,Groundnut,0.82143
582.14286,26.495,5.5,Groundnut,0.82143
582.14286,26.49,5.5,Groundnut,0.82143
582.14286,26.485,5.5,Groundnut,0.82143
582.15372,26.48,5.5,Groundnut,0.82154
582.15926,26.475,5.5,Groundnut,0.82159
582.17716,26.47,5.5,Groundnut,0.82177
582.19723,26.465,5.5,Groundnut,0.82197
582.21209,26.46,5.5,Groundnut,0.82212
582.22222,26.455,5.5,Groundnut,0.82222
582.22222,26.45,5.5,Groundnut,0.82222
582.2314,26.445,5.5,Groundnut,0.82231
582.24189,26.44,5.5,Groundnut,0.82242
582.24299,26.435,5.5,Groundnut,0.82243
582.24852,26.43,5.5,Groundnut,0.82249
582.25564,26.425,5.5,Groundnut,0.82256
582.263,26.42,5.5,Groundnut,0.82263
582.26351,26.415,5.5,Groundnut,0.82264
582.2725,26.41,5.5,Groundnut,0.82273
582.27848,26.405,5.5,Groundnut,0.82278
582.28438,26.4,5.5,Groundnut,0.82284
582.28782,26.395,5.5,Groundnut,0.82288
582.28892,26.39,5.5,Groundnut,0.82289
582.29167,26.385,5.5,Groundnut,0.82292
582.29207,26.38,5.5,Groundnut,0.82292
582.30092,26.375,5.5,Groundnut,0.82301
582.30616,26.37,5.5,Groundnut,0.82306
582.3337,26.365,5.5,Groundnut,0.82334
582.35294,26.36,5.5,Groundnut,0.82353
582.35294,26.355,5.5,Groundnut,0.82353
582.35294,26.35,5.5,Groundnut,0.82353
582.35294,26.345,5.5,Groundnut,0.82353
582.36715,26.34,5.5,Groundnut,0.82367
582.38095,26.335,5.5,Groundnut,0.82381
582.38719,26.33,5.5,Groundnut,0.82387
582.39437,26.325,5.5,Groundnut,0.82394
582.40934,26.32,5.5,Groundnut,0.82409
582.43212,26.315,5.5,Groundnut,0.82432
582.43243,26.31,5.5,Groundnut,0.82432
582.5,26.305,5.5,Groundnut,0.825
582.5,26.3,5.5,Groundnut,0.825
582.5,26.295,5.5,Groundnut,0.825
582.5,26.29,5.5,Groundnut,0.825
582.5,26.285,5.5,Groundnut,0.825
582.5,26.28,5.5,Groundnut,0.825
582.53968,26.275,5.5,Groundnut,0.8254
582.53968,26.27,5.5,Groundnut,0.8254
582.56881,26.265,5.5,Groundnut,0.82569
582.58065,26.26,5.5,Groundnut,0.82581
582.6087,26.255,5.5,Groundnut,0.82609
582.6087,26.25,5.5,Groundnut,0.82609
582.6087,26.245,5.5,Groundnut,0.82609
582.6087,26.24,5.5,Groundnut,0.82609
582.64463,26.235,5.5,Groundnut,0.82645
582.65102,26.23,5.5,Groundnut,0.82651
582.65261,26.225,5.5,Groundnut,0.82653
582.66667,26.22,5.5,Groundnut,0.82667
582.69231,26.215,5.5,Groundnut,0.82692
582.75862,26.21,5.5,Groundnut,0.82759
582.75862,26.205,5.5,Groundnut,0.82759
582.76644,26.2,5.5,Groundnut,0.82766
582.77154,26.195,5.5,Groundnut,0.82772
582.79103,26.19,5.5,Groundnut,0.82791
582.85642,26.185,5.5,Groundnut,0.82856
582.85714,26.18,5.5,Groundnut,0.82857
582.85714,26.175,5.5,Groundnut,0.82857
582.87154,26.17,5.5,Groundnut,0.82872
582.87425,26.165,5.5,Groundnut,0.82874
582.888,26.16,5.5,Groundnut,0.82888
582.89277,26.155,5.5,Groundnut,0.82893
582.89474,26.15,5.5,Groundnut,0.82895
582.90147,26.145,5.5,Groundnut,0.82901
582.90323,26.14,5.5,Groundnut,0.82903
582.90993,26.135,5.5,Groundnut,0.8291
582.91557,26.13,5.5,Groundnut,0.82916
582.91815,26.125,5.5,Groundnut,0.82918
582.92683,26.12,5.5,Groundnut,0.82927
582.92683,26.115,5.5,Groundnut,0.82927
582.93504,26.11,5.5,Groundnut,0.82935
582.93744,26.105,5.5,Groundnut,0.82937
582.95218,26.1,5.5,Groundnut,0.82952
582.95964,26.095,5.5,Groundnut,0.8296
582.96296,26.09,5.5,Groundnut,0.82963
582.99712,26.085,5.5,Groundnut,0.82997
583.01158,26.08,5.5,Groundnut,0.83012
583.01264,26.075,5.5,Groundnut,0.83013
583.01887,26.07,5.5,Groundnut,0.83019
583.02469,26.065,5.5,Groundnut,0.83025
583.0313,26.06,5.5,Groundnut,0.83031
583.05085,26.055,5.5,Groundnut,0.83051
583.06452,26.05,5.5,Groundnut,0.83065
583.07087,26.045,5.5,Groundnut,0.83071
583.09091,26.04,5.5,Groundnut,0.83091
583.1003,26.035,5.5,Groundnut,0.831
583.11688,26.03,5.5,Groundnut,0.83117
583.11688,26.025,5.5,Groundnut,0.83117
583.12166,26.02,5.5,Groundnut,0.83122
583.12925,26.015,5.5,Groundnut,0.83129
583.15789,26.01,5.5,Groundnut,0.83158
583.15967,26.005,5.5,Groundnut,0.8316
583.19328,26,5.5,Groundnut,0.83193
583.21429,25.995,5.5,Groundnut,0.83214
583.24569,25.99,5.5,Groundnut,0.83246
583.27869,25.985,5.5,Groundnut,0.83279
583.27869,25.98,5.5,Groundnut,0.83279
583.28691,25.975,5.5,Groundnut,0.83287
583.30241,25.97,5.5,Groundnut,0.83302
583.30602,25.965,5.5,Groundnut,0.83306
583.31592,25.96,5.5,Groundnut,0.83316
583.33333,25.955,5.5,Groundnut,0.83333
583.33333,25.95,5.5,Groundnut,0.83333
583.33333,25.945,5.5,Groundnut,0.83333
583.33333,25.94,5.5,Groundnut,0.83333
583.33333,25.935,5.5,Groundnut,0.83333
583.33333,25.93,5.5,Groundnut,0.83333
583.33333,25.925,5.5,Groundnut,0.83333
583.33333,25.92,5.5,Groundnut,0.83333
583.33333,25.915,5.5,Groundnut,0.83333
583.33333,25.91,5.5,Groundnut,0.83333
583.33333,25.905,5.5,Groundnut,0.83333
583.33333,25.9,5.5,Groundnut,0.83333
583.33333,25.895,5.5,Groundnut,0.83333
583.33333,25.89,5.5,Groundnut,0.83333
583.33333,25.885,5.5,Groundnut,0.83333
583.33333,25.88,5.5,Groundnut,0.83333
583.33333,25.875,5.5,Groundnut,0.83333
583.33333,25.87,5.5,Groundnut,0.83333
583.33333,25.865,5.5,Groundnut,0.83333
583.33333,25.86,5.5,Groundnut,0.83333
583.33333,25.855,5.5,Groundnut,0.83333
583.33333,25.85,5.5,Groundnut,0.83333
583.33333,25.845,5.5,Groundnut,0.83333
583.33333,25.84,5.5,Groundnut,0.83333
583.33333,25.835,5.5,Groundnut,0.83333
583.33333,25.83,5.5,Groundnut,0.83333
583.33333,25.825,5.5,Groundnut,0.83333
583.37029,25.82,5.5,Groundnut,0.8337
583.38308,25.815,5.5,Groundnut,0.83383
583.3913,25.81,5.5,Groundnut,0.83391
583.41043,25.805,5.5,Groundnut,0.8341
583.41569,25.8,5.5,Groundnut,0.83416
583.41969,25.795,5.5,Groundnut,0.8342
583.43379,25.79,5.5,Groundnut,0.83434
583.47245,25.785,5.5,Groundnut,0.83472
583.48624,25.78,5.5,Groundnut,0.83486
583.51254,25.775,5.5,Groundnut,0.83513
583.51648,25.77,5.5,Groundnut,0.83516
583.51648,25.765,5.5,Groundnut,0.83516
583.52941,25.76,5.5,Groundnut,0.83529
583.52941,25.755,5.5,Groundnut,0.83529
583.60055,25.75,5.5,Groundnut,0.83601
583.60656,25.745,5.5,Groundnut,0.83607
583.60656,25.74,5.5,Groundnut,0.83607
583.63636,25.735,5.5,Groundnut,0.83636
583.63636,25.73,5.5,Groundnut,0.83636
583.65385,25.725,5.5,Groundnut,0.83654
583.65482,25.72,5.5,Groundnut,0.83655
583.67876,25.715,5.5,Groundnut,0.83679
583.68201,25.71,5.5,Groundnut,0.83682
583.68794,25.705,5.5,Groundnut,0.83688
583.68811,25.7,5.5,Groundnut,0.83688
583.69565,25.695,5.5,Groundnut,0.83696
583.6959,25.69,5.5,Groundnut,0.83696
583.70157,25.685,5.5,Groundnut,0.83702
583.7037,25.68,5.5,Groundnut,0.83704
583.7037,25.675,5.5,Groundnut,0.83704
583.71429,25.67,5.5,Groundnut,0.83714
583.71681,25.665,5.5,Groundnut,0.83717
583.72057,25.66,5.5,Groundnut,0.83721
583.72093,25.655,5.5,Groundnut,0.83721
583.72279,25.65,5.5,Groundnut,0.83723
583.72881,25.645,5.5,Groundnut,0.83729
583.76623,25.64,5.5,Groundnut,0.83766
583.78378,25.635,5.5,Groundnut,0.83784
583.79747,25.63,5.5,Groundnut,0.83797
583.81963,25.625,5.5,Groundnut,0.8382
583.84146,25.62,5.5,Groundnut,0.83841
583.84497,25.615,5.5,Groundnut,0.83845
583.87097,25.61,5.5,Groundnut,0.83871
583.87097,25.605,5.5,Groundnut,0.83871
583.88998,25.6,5.5,Groundnut,0.8389
583.89016,25.595,5.5,Groundnut,0.8389
583.89381,25.59,5.5,Groundnut,0.83894
583.91608,25.585,5.5,Groundnut,0.83916
583.91731,25.58,5.5,Groundnut,0.83917
583.9296,25.575,5.5,Groundnut,0.8393
583.94256,25.57,5.5,Groundnut,0.83943
583.94397,25.565,5.5,Groundnut,0.83944
583.94608,25.56,5.5,Groundnut,0.83946
583.95062,25.555,5.5,Groundnut,0.83951
583.95062,25.55,5.5,Groundnut,0.83951
583.98268,25.545,5.5,Groundnut,0.83983
583.98996,25.54,5.5,Groundnut,0.8399
583.99563,25.535,5.5,Groundnut,0.83996
584,25.53,5.5,Groundnut,0.84
584,25.525,5.5,Groundnut,0.84
584.00295,25.52,5.5,Groundnut,0.84003
584.01495,25.515,5.5,Groundnut,0.84015
584.03042,25.51,5.5,Groundnut,0.8403
584.04255,25.505,5.5,Groundnut,0.84043
584.07237,25.5,5.5,Groundnut,0.84072
584.09091,25.495,5.5,Groundnut,0.84091
584.09091,25.49,5.5,Groundnut,0.84091
584.10074,25.485,5.5,Groundnut,0.84101
584.11765,25.48,5.5,Groundnut,0.84118
584.12478,25.475,5.5,Groundnut,0.84125
584.13341,25.47,5.5,Groundnut,0.84133
584.17266,25.465,5.5,Groundnut,0.84173
584.17832,25.46,5.5,Groundnut,0.84178
584.19371,25.455,5.5,Groundnut,0.84194
584.20327,25.45,5.5,Groundnut,0.84203
584.20412,25.445,5.5,Groundnut,0.84204
584.21053,25.44,5.5,Groundnut,0.84211
584.21053,25.435,5.5,Groundnut,0.84211
584.28571,25.43,5.5,Groundnut,0.84286
584.30067,25.425,5.5,Groundnut,0.84301
584.31034,25.42,5.5,Groundnut,0.8431
584.31953,25.415,5.5,Groundnut,0.8432
584.32432,25.41,5.5,Groundnut,0.84324
584.375,25.405,5.5,Groundnut,0.84375
584.4,25.4,5.5,Groundnut,0.844
584.4102,25.395,5.5,Groundnut,0.8441
584.44444,25.39,5.5,Groundnut,0.84444
584.44444,25.385,5.5,Groundnut,0.84444
584.45411,25.38,5.5,Groundnut,0.84454
584.4898,25.375,5.5,Groundnut,0.8449
584.50311,25.37,5.5,Groundnut,0.84503
584.50704,25.365,5.5,Groundnut,0.84507
584.53728,25.36,5.5,Groundnut,0.84537
584.5481,25.355,5.5,Groundnut,0.84548
584.58169,25.35,5.5,Groundnut,0.84582
584.59004,25.345,5.5,Groundnut,0.8459
584.59259,25.34,5.5,Groundnut,0.84593
584.61538,25.335,5.5,Groundnut,0.84615
584.61538,25.33,5.5,Groundnut,0.84615
584.61538,25.325,5.5,Groundnut,0.84615
593.07692,25.32,5.5,Groundnut,0.84615
593.07692,25.315,5.5,Groundnut,0.84615
593.07692,25.31,5.5,Groundnut,0.84615
593.07692,25.305,5.5,Groundnut,0.84615
593.07692,25.3,5.5,Groundnut,0.84615
593.07692,25.295,5.5,Groundnut,0.84615
593.07692,25.29,5.5,Groundnut,0.84615
593.08032,25.285,5.5,Groundnut,0.84618
593.125,25.28,5.5,Groundnut,0.84659
593.14311,25.275,5.5,Groundnut,0.84676
593.14803,25.27,5.5,Groundnut,0.8468
593.17647,25.265,5.5,Groundnut,0.84706
593.2043,25.26,5.5,Groundnut,0.84731
593.22034,25.255,5.5,Groundnut,0.84746
593.22034,25.25,5.5,Groundnut,0.84746
593.2381,25.245,5.5,Groundnut,0.84762
593.24503,25.24,5.5,Groundnut,0.84768
593.26087,25.235,5.5,Groundnut,0.84783
593.26087,25.23,5.5,Groundnut,0.84783
593.27864,25.225,5.5,Groundnut,0.84799
593.31652,25.22,5.5,Groundnut,0.84833
593.33333,25.215,5.5,Groundnut,0.84848
593.33333,25.21,5.5,Groundnut,0.84848
593.33333,25.205,5.5,Groundnut,0.84848
593.33333,25.2,5.5,Groundnut,0.84848
593.34913,25.195,5.5,Groundnut,0.84863
593.36134,25.19,5.5,Groundnut,0.84874
593.3642,25.185,5.5,Groundnut,0.84877
593.38225,25.18,5.5,Groundnut,0.84893
593.39216,25.175,5.5,Groundnut,0.84902
593.39623,25.17,5.5,Groundnut,0.84906
593.40517,25.165,5.5,Groundnut,0.84914
593.45865,25.16,5.5,Groundnut,0.84962
593.49636,25.155,5.5,Groundnut,0.84997
593.5,25.15,5.5,Groundnut,0.85
593.5,25.145,5.5,Groundnut,0.85
593.5,25.14,5.5,Groundnut,0.85
593.5,25.135,5.5,Groundnut,0.85
593.5,25.13,5.5,Groundnut,0.85
593.5,25.125,5.5,Groundnut,0.85
593.5,25.12,5.5,Groundnut,0.85
593.5,25.115,5.5,Groundnut,0.85
593.5,25.11,5.5,Groundnut,0.85
593.50603,25.105,5.5,Groundnut,0.85005
593.51308,25.1,5.5,Groundnut,0.85012
593.52301,25.095,5.5,Groundnut,0.85021
593.53456,25.09,5.5,Groundnut,0.85031
593.53579,25.085,5.5,Groundnut,0.85033
593.58209,25.08,5.5,Groundnut,0.85075
593.67742,25.075,5.5,Groundnut,0.85161
593.7037,25.07,5.5,Groundnut,0.85185
593.7037,25.065,5.5,Groundnut,0.85185
593.7037,25.06,5.5,Groundnut,0.85185
593.71508,25.055,5.5,Groundnut,0.85196
593.73016,25.05,5.5,Groundnut,0.85209
593.77049,25.045,5.5,Groundnut,0.85246
593.8137,25.04,5.5,Groundnut,0.85285
593.82353,25.035,5.5,Groundnut,0.85294
593.82353,25.03,5.5,Groundnut,0.85294
593.83118,25.025,5.5,Groundnut,0.85301
593.86667,25.02,5.5,Groundnut,0.85333
593.90244,25.015,5.5,Groundnut,0.85366
593.90244,25.01,5.5,Groundnut,0.85366
593.93258,25.005,5.5,Groundnut,0.85393
593.95833,25,5.5,Groundnut,0.85417
593.95833,24.995,5.5,Groundnut,0.85417
593.99013,24.99,5.5,Groundnut,0.85446
594,24.985,5.5,Groundnut,0.85455
594,24.98,5.5,Groundnut,0.85455
594,24.975,5.5,Groundnut,0.85455
594.04437,24.97,5.5,Groundnut,0.85495
594.0458,24.965,5.5,Groundnut,0.85496
594.04893,24.96,5.5,Groundnut,0.85499
594.05335,24.955,5.5,Groundnut,0.85503
594.15273,24.95,5.5,Groundnut,0.85593
594.15632,24.945,5.5,Groundnut,0.85597
594.24658,24.94,5.5,Groundnut,0.85679
594.26468,24.935,5.5,Groundnut,0.85695
594.27383,24.93,5.5,Groundnut,0.85703
594.27527,24.925,5.5,Groundnut,0.85705
594.27961,24.92,5.5,Groundnut,0.85709
594.28571,24.915,5.5,Groundnut,0.85714
594.28571,24.91,5.5,Groundnut,0.85714
594.28571,24.905,5.5,Groundnut,0.85714
594.28571,24.9,5.5,Groundnut,0.85714
594.28571,24.895,5.5,Groundnut,0.85714
594.28571,24.89,5.5,Groundnut,0.85714
594.28571,24.885,5.5,Groundnut,0.85714
594.28571,24.88,5.5,Groundnut,0.85714
594.28571,24.875,5.5,Groundnut,0.85714
594.28571,24.87,5.5,Groundnut,0.85714
594.28571,24.865,5.5,Groundnut,0.85714
594.28571,24.86,5.5,Groundnut,0.85714
594.28571,24.855,5.5,Groundnut,0.85714
594.28571,24.85,5.5,Groundnut,0.85714
594.28571,24.845,5.5,Groundnut,0.85714
594.28571,24.84,5.5,Groundnut,0.85714
594.28571,24.835,5.5,Groundnut,0.85714
594.28571,24.83,5.5,Groundnut,0.85714
594.28571,24.825,5.5,Groundnut,0.85714
594.28571,24.82,5.5,Groundnut,0.85714
594.28571,24.815,5.5,Groundnut,0.85714
594.28571,24.81,5.5,Groundnut,0.85714
594.28571,24.805,5.5,Groundnut,0.85714
594.28571,24.8,5.5,Groundnut,0.85714
594.28571,24.795,5.5,Groundnut,0.85714
594.28571,24.79,5.5,Groundnut,0.85714
594.28833,24.785,5.5,Groundnut,0.85717
594.30563,24.78,5.5,Groundnut,0.85732
594.35284,24.775,5.5,Groundnut,0.85775
594.36842,24.77,5.5,Groundnut,0.85789
594.36913,24.765,5.5,Groundnut,0.8579
594.37911,24.76,5.5,Groundnut,0.85799
594.37971,24.755,5.5,Groundnut,0.858
594.38211,24.75,5.5,Groundnut,0.85802
594.48062,24.745,5.5,Groundnut,0.85891
594.48326,24.74,5.5,Groundnut,0.85894
594.53125,24.735,5.5,Groundnut,0.85938
594.53821,24.73,5.5,Groundnut,0.85944
594.57478,24.725,5.5,Groundnut,0.85977
594.6,24.72,5.5,Groundnut,0.86
594.60025,24.715,5.5,Groundnut,0.86
594.63235,24.71,5.5,Groundnut,0.86029
594.68844,24.705,5.5,Groundnut,0.8608
594.72222,24.7,5.5,Groundnut,0.86111
594.76219,24.695,5.5,Groundnut,0.86147
594.77987,24.69,5.5,Groundnut,0.86164
594.80425,24.685,5.5,Groundnut,0.86186
594.82011,24.68,5.5,Groundnut,0.862
594.82759,24.675,5.5,Groundnut,0.86207
594.82759,24.67,5.5,Groundnut,0.86207
594.82759,24.665,5.5,Groundnut,0.86207
594.82938,24.66,5.5,Groundnut,0.86209
594.85895,24.655,5.5,Groundnut,0.86235
594.92947,24.65,5.5,Groundnut,0.863
594.93151,24.645,5.5,Groundnut,0.86301
594.94737,24.64,5.5,Groundnut,0.86316
594.96894,24.635,5.5,Groundnut,0.86335
594.97724,24.63,5.5,Groundnut,0.86343
594.98155,24.625,5.5,Groundnut,0.86347
594.98688,24.62,5.5,Groundnut,0.86352
594.99025,24.615,5.5,Groundnut,0.86355
595,24.61,5.5,Groundnut,0.86364
595,24.605,5.5,Groundnut,0.86364
595,24.6,5.5,Groundnut,0.86364
595,24.595,5.5,Groundnut,0.86364
595.01548,24.59,5.5,Groundnut,0.86378
595.02959,24.585,5.5,Groundnut,0.86391
595.03401,24.58,5.5,Groundnut,0.86395
595.06173,24.575,5.5,Groundnut,0.8642
595.06173,24.57,5.5,Groundnut,0.8642
595.07143,24.565,5.5,Groundnut,0.86429
595.07335,24.56,5.5,Groundnut,0.8643
595.07602,24.555,5.5,Groundnut,0.86433
595.09485,24.55,5.5,Groundnut,0.8645
595.09653,24.545,5.5,Groundnut,0.86451
595.13514,24.54,5.5,Groundnut,0.86486
595.14837,24.535,5.5,Groundnut,0.86499
595.14864,24.53,5.5,Groundnut,0.86499
595.15124,24.525,5.5,Groundnut,0.86501
595.15152,24.52,5.5,Groundnut,0.86501
595.16279,24.515,5.5,Groundnut,0.86512
595.17241,24.51,5.5,Groundnut,0.8652
595.19231,24.505,5.5,Groundnut,0.86538
595.21008,24.5,5.5,Groundnut,0.86555
595.2381,24.495,5.5,Groundnut,0.8658
595.25974,24.49,5.5,Groundnut,0.866
595.26316,24.485,5.5,Groundnut,0.86603
595.27076,24.48,5.5,Groundnut,0.8661
595.30271,24.475,5.5,Groundnut,0.86639
595.33333,24.47,5.5,Groundnut,0.86667
595.33333,24.465,5.5,Groundnut,0.86667
595.33333,24.46,5.5,Groundnut,0.86667
595.33333,24.455,5.5,Groundnut,0.86667
595.33333,24.45,5.5,Groundnut,0.86667
595.33333,24.445,5.5,Groundnut,0.86667
595.33333,24.44,5.5,Groundnut,0.86667
595.33333,24.435,5.5,Groundnut,0.86667
595.33333,24.43,5.5,Groundnut,0.86667
595.35326,24.425,5.5,Groundnut,0.86685
595.3607,24.42,5.5,Groundnut,0.86692
595.36415,24.415,5.5,Groundnut,0.86695
595.37514,24.41,5.5,Groundnut,0.86705
595.39752,24.405,5.5,Groundnut,0.86725
595.40662,24.4,5.5,Groundnut,0.86733
595.40816,24.395,5.5,Groundnut,0.86735
595.42169,24.39,5.5,Groundnut,0.86747
595.43519,24.385,5.5,Groundnut,0.86759
595.46909,24.38,5.5,Groundnut,0.8679
595.49226,24.375,5.5,Groundnut,0.86811
595.5,24.37,5.5,Groundnut,0.86818
595.52632,24.365,5.5,Groundnut,0.86842
595.57778,24.36,5.5,Groundnut,0.86889
595.58889,24.355,5.5,Groundnut,0.86899
595.61538,24.35,5.5,Groundnut,0.86923
595.65217,24.345,5.5,Groundnut,0.86957
595.65217,24.34,5.5,Groundnut,0.86957
595.65217,24.335,5.5,Groundnut,0.86957
595.65217,24.33,5.5,Groundnut,0.86957
595.74074,24.325,5.5,Groundnut,0.87037
595.74074,24.32,5.5,Groundnut,0.87037
595.74751,24.315,5.5,Groundnut,0.87043
595.78467,24.31,5.5,Groundnut,0.87077
595.78571,24.305,5.5,Groundnut,0.87078
595.7958,24.3,5.5,Groundnut,0.87087
595.7988,24.295,5.5,Groundnut,0.8709
595.80645,24.29,5.5,Groundnut,0.87097
595.85714,24.285,5.5,Groundnut,0.87143
595.89744,24.28,5.5,Groundnut,0.87179
595.91987,24.275,5.5,Groundnut,0.872
595.94428,24.27,5.5,Groundnut,0.87222
595.98625,24.265,5.5,Groundnut,0.8726
596,24.26,5.5,Groundnut,0.87273
596.01869,24.255,5.5,Groundnut,0.8729
596.03435,24.25,5.5,Groundnut,0.87304
596.0423,24.245,5.5,Groundnut,0.87311
596.05634,24.24,5.5,Groundnut,0.87324
596.05634,24.235,5.5,Groundnut,0.87324
596.06987,24.23,5.5,Groundnut,0.87336
596.11187,24.225,5.5,Groundnut,0.87374
596.18004,24.22,5.5,Groundnut,0.87436
596.18721,24.215,5.5,Groundnut,0.87443
596.25,24.21,5.5,Groundnut,0.875
596.25,24.205,5.5,Groundnut,0.875
596.25,24.2,5.5,Groundnut,0.875
596.25,24.195,5.5,Groundnut,0.875
596.25,24.19,5.5,Groundnut,0.875
596.25,24.185,5.5,Groundnut,0.875
596.25,24.18,5.5,Groundnut,0.875
596.25,24.175,5.5,Groundnut,0.875
596.25,24.17,5.5,Groundnut,0.875
596.25,24.165,5.5,Groundnut,0.875
596.25,24.16,5.5,Groundnut,0.875
596.25,24.155,5.5,Groundnut,0.875
596.25,24.15,5.5,Groundnut,0.875
596.25,24.145,5.5,Groundnut,0.875
596.25,24.14,5.5,Groundnut,0.875
596.25,24.135,5.5,Groundnut,0.875
596.25,24.13,5.5,Groundnut,0.875
596.25,24.125,5.5,Groundnut,0.875
596.25,24.12,5.5,Groundnut,0.875
596.25,24.115,5.5,Groundnut,0.875
596.28009,24.11,5.5,Groundnut,0.87527
596.30901,24.105,5.5,Groundnut,0.87554
596.3354,24.1,5.5,Groundnut,0.87578
596.36399,24.095,5.5,Groundnut,0.87604
596.4752,24.09,5.5,Groundnut,0.87705
596.49123,24.085,5.5,Groundnut,0.87719
596.5,24.08,5.5,Groundnut,0.87727
596.55496,24.075,5.5,Groundnut,0.87777
596.56315,24.07,5.5,Groundnut,0.87785
596.58537,24.065,5.5,Groundnut,0.87805
596.60517,24.06,5.5,Groundnut,0.87823
596.63551,24.055,5.5,Groundnut,0.8785
596.65842,24.05,5.5,Groundnut,0.87871
596.66667,24.045,5.5,Groundnut,0.87879
596.66667,24.04,5.5,Groundnut,0.87879
596.69506,24.035,5.5,Groundnut,0.87905
596.75393,24.03,5.5,Groundnut,0.87958
596.76778,24.025,5.5,Groundnut,0.87971
596.79722,24.02,5.5,Groundnut,0.87997
596.8,24.015,5.5,Groundnut,0.88
596.8,24.01,5.5,Groundnut,0.88
596.8,24.005,5.5,Groundnut,0.88
596.8,24,5.5,Groundnut,0.88
596.80759,23.995,5.5,Groundnut,0.88007
596.86567,23.99,5.5,Groundnut,0.8806
596.87003,23.985,5.5,Groundnut,0.88064
596.90476,23.98,5.5,Groundnut,0.88095
596.91068,23.975,5.5,Groundnut,0.88101
596.92308,23.97,5.5,Groundnut,0.88112
596.94915,23.965,5.5,Groundnut,0.88136
596.97377,23.96,5.5,Groundnut,0.88158
597.01389,23.955,5.5,Groundnut,0.88194
597.02768,23.95,5.5,Groundnut,0.88207
597.03927,23.945,5.5,Groundnut,0.88218
597.05882,23.94,5.5,Groundnut,0.88235
597.05882,23.935,5.5,Groundnut,0.88235
597.05882,23.93,5.5,Groundnut,0.88235
597.08257,23.925,5.5,Groundnut,0.88257
597.08832,23.92,5.5,Groundnut,0.88262
597.1401,23.915,5.5,Groundnut,0.88309
597.15736,23.91,5.5,Groundnut,0.88325
597.17905,23.905,5.5,Groundnut,0.88345
597.18083,23.9,5.5,Groundnut,0.88346
597.1878,23.895,5.5,Groundnut,0.88353
597.18987,23.89,5.5,Groundnut,0.88354
597.1969,23.885,5.5,Groundnut,0.88361
597.2093,23.88,5.5,Groundnut,0.88372
597.21992,23.875,5.5,Groundnut,0.88382
597.23629,23.87,5.5,Groundnut,0.88397
597.28956,23.865,5.5,Groundnut,0.88445
597.2931,23.86,5.5,Groundnut,0.88448
597.30769,23.855,5.5,Groundnut,0.88462
597.32984,23.85,5.5,Groundnut,0.88482
597.33333,23.845,5.5,Groundnut,0.88485
597.34513,23.84,5.5,Groundnut,0.88496
597.34513,23.835,5.5,Groundnut,0.88496
597.35632,23.83,5.5,Groundnut,0.88506
597.37705,23.825,5.5,Groundnut,0.88525
597.39382,23.82,5.5,Groundnut,0.8854
597.39938,23.815,5.5,Groundnut,0.88545
597.42857,23.81,5.5,Groundnut,0.88571
597.42857,23.805,5.5,Groundnut,0.88571
597.42857,23.8,5.5,Groundnut,0.88571
597.42857,23.795,5.5,Groundnut,0.88571
597.47259,23.79,5.5,Groundnut,0.88611
597.53333,23.785,5.5,Groundnut,0.88667
597.56982,23.78,5.5,Groundnut,0.887
597.59723,23.775,5.5,Groundnut,0.88725
597.625,23.77,5.5,Groundnut,0.8875
597.625,23.765,5.5,Groundnut,0.8875
597.66281,23.76,5.5,Groundnut,0.88784
597.67653,23.755,5.5,Groundnut,0.88797
597.7145,23.75,5.5,Groundnut,0.88831
597.77778,23.745,5.5,Groundnut,0.88889
597.77778,23.74,5.5,Groundnut,0.88889
597.77778,23.735,5.5,Groundnut,0.88889
